GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
coverage/vip-api,fr.insalyon.creatis.vip.api.model,ResetPasswordDTO,24,0,0,0,10,0,7,0,7,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,Module,29,70,4,0,4,10,3,3,1,3
coverage/vip-api,fr.insalyon.creatis.vip.api.model,EmailDTO,10,0,0,0,4,0,3,0,3,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model.stats,UsersNumber,36,0,0,0,15,0,8,0,8,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model.stats,StatUser,76,0,0,0,31,0,16,0,16,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model.stats,UsersList,28,0,0,0,11,0,6,0,6,0
coverage/vip-api,fr.insalyon.creatis.vip.api,SpringWebConfig,0,73,0,0,0,17,0,7,0,7
coverage/vip-api,fr.insalyon.creatis.vip.api,ApiPropertiesInitializer,17,138,1,1,4,31,1,4,0,4
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.mysql,EngineData,144,134,9,3,27,36,6,7,1,6
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.mysql,ApplicationInputData,567,12,16,0,131,4,17,2,9,2
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.mysql,PublicExecutionData,302,12,14,0,77,4,12,2,5,2
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.mysql,ApplicationDataInitializer,0,79,0,0,0,17,0,2,0,2
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.mysql,ClassData,225,389,14,22,37,102,10,19,0,10
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.mysql,ApplicationData,661,642,33,25,145,168,26,25,6,16
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation.parser,InputParser,170,0,22,0,44,0,16,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation.parser,ScuflParser,24,0,2,0,6,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation.parser,AbstractWorkflowParser,7,40,0,0,1,9,1,3,1,3
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation.parser,InputM2Parser,133,121,15,11,39,32,8,11,0,6
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation.parser,GwendiaParser,0,112,0,14,0,26,0,11,0,4
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,AppVersion,6,51,0,0,3,17,2,8,2,8
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Simulation,28,55,0,0,9,20,6,9,6,9
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,ExpeSummaryTriple,24,0,0,0,9,0,5,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Application,19,65,0,0,8,20,4,10,4,10
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,ApplicationStatus,24,0,0,0,11,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Descriptor,14,12,0,0,7,5,4,2,4,2
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,InOutData,16,12,0,0,7,5,5,1,5,1
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Engine,3,25,0,0,2,10,1,5,1,5
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,ExpeSummaryEntity,18,0,0,0,7,0,4,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Activity,36,0,0,0,14,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,AppClass,9,21,0,0,4,8,2,4,2,4
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Job,18,18,0,0,9,7,5,3,5,3
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Task,99,12,0,0,41,5,21,1,21,1
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Source,40,38,0,0,14,14,10,4,10,4
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Node,54,0,0,0,20,0,10,0,10,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,SimulationInput,24,0,0,0,10,0,5,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesInput,47,48,0,0,19,17,14,6,14,6
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesOutputFile,66,0,0,0,28,0,19,0,19,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesFlagInput,31,0,0,0,10,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesNumberInput,15,37,0,0,6,10,5,3,5,3
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesStringInput,7,19,0,0,4,4,2,2,2,2
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesApplicationExtensions,58,0,0,0,15,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesApplication,204,59,4,0,55,17,42,8,40,8
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesGroup,36,0,0,0,14,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesInput.InputType,0,59,0,0,0,6,0,3,0,3
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,WorkflowBusiness,1391,302,101,16,311,96,78,16,22,12
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,ReproVipBusiness,810,29,40,0,183,10,36,1,16,1
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,WorkflowExecutionBusiness,128,39,1,1,25,16,3,5,2,5
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,EngineBusiness,18,34,0,0,6,15,0,5,0,5
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,SimulationBusiness,579,54,50,2,134,13,47,3,18,2
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,ApplicationBusiness,254,243,12,4,67,62,17,23,10,22
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,ClassBusiness,55,68,2,2,15,22,2,9,1,8
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,BoutiquesBusiness.CommandErrorException,12,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,BoutiquesBusiness,289,17,14,0,71,6,17,1,10,1
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,InputBusiness,120,9,0,0,39,4,10,1,10,1
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.util,ProxyUtil,55,0,2,0,14,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.util,FileUtil,50,0,4,0,12,0,5,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.hibernate,SimulationStatsData,774,11,16,0,147,4,12,1,4,1
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.h2,ExecutionNodeData,90,0,0,0,18,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.h2,AbstractJobData,104,0,2,0,32,0,6,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.h2,SimulationData,938,0,60,0,223,0,51,0,21,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server,SpringApplicationConfig,31,0,0,0,8,0,8,0,8,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation,WebServiceEngine,174,4,5,0,43,2,13,1,9,1
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation,ParameterSweep,23,0,0,0,8,0,4,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation,WebServiceEngine.MoteurStatus,44,0,0,0,2,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation,WorkflowEngineInstantiator,121,0,8,0,33,0,11,0,7,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.server.business,TargzUtils,81,77,6,4,13,22,4,5,0,4
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.server.business,VelocityUtils,121,58,0,0,26,14,3,2,3,2
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.server.business,ApplicationImporterBusiness,517,32,30,0,100,11,21,1,6,1
coverage/vip-core,fr.insalyon.creatis.vip.core.server.dao,DAOException,0,13,0,0,0,6,0,3,0,3
coverage/vip-core,fr.insalyon.creatis.vip.core.client.bean,Account,37,0,0,0,16,0,7,0,7,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.bean,TermsOfUse,23,9,0,0,11,4,5,2,5,2
coverage/vip-core,fr.insalyon.creatis.vip.core.client.bean,PublicExecution,79,3,0,0,25,1,12,1,12,1
coverage/vip-core,fr.insalyon.creatis.vip.core.client.bean,User,84,308,9,17,23,87,17,47,11,40
coverage/vip-core,fr.insalyon.creatis.vip.core.client.bean,Group,8,38,0,0,4,16,2,8,2,8
coverage/vip-core,fr.insalyon.creatis.vip.core.client.bean,UsageStats,26,0,0,0,12,0,6,0,6,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.bean,PublicExecution.PublicExecutionStatus,0,34,0,0,0,4,0,1,0,1
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business.proxy,ProxyClient.MyTrustManager,335,0,26,0,80,0,19,0,6,0
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business.proxy,ProxyClient,970,32,78,0,241,11,55,1,16,1
coverage/vip-core,fr.insalyon.creatis.vip.core.server,SpringCoreConfig,27,113,5,3,6,31,4,12,0,12
coverage/vip-core,fr.insalyon.creatis.vip.core.server,DataSourceConfig,6,3,0,0,1,1,1,1,1,1
coverage/vip-core,fr.insalyon.creatis.vip.core.server.dao.mysql,UserData,1075,951,45,29,256,258,40,36,13,26
coverage/vip-core,fr.insalyon.creatis.vip.core.server.dao.mysql,TermsUseData,11,64,0,2,3,20,0,5,0,4
coverage/vip-core,fr.insalyon.creatis.vip.core.server.dao.mysql,TableInitializer,17,40,3,1,4,10,2,3,0,3
coverage/vip-core,fr.insalyon.creatis.vip.core.server.dao.mysql,CoreDataInitializer,24,155,4,4,8,40,4,5,0,5
coverage/vip-core,fr.insalyon.creatis.vip.core.server.dao.mysql,GroupData,53,153,3,3,11,41,2,7,0,6
coverage/vip-core,fr.insalyon.creatis.vip.core.server.dao.mysql,UsersGroupsData,231,297,14,14,55,75,12,12,3,7
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,BusinessException,21,8,0,0,8,4,4,2,4,2
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,SpringConfigServer.ReloadablePropertySource,21,0,0,0,5,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,VipSessionBusiness,338,14,24,0,81,5,23,1,11,1
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,StatsBusiness.UserSearchCriteria,35,0,0,0,13,0,9,0,9,0
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,ConfigurationBusiness,784,1356,53,61,200,338,45,73,8,53
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,EmailBusiness,35,11,0,0,6,4,1,1,1,1
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,SamlTokenValidator,215,0,18,0,55,0,17,0,8,0
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,SpringConfigServer,624,0,12,0,135,0,65,0,59,0
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,CoreUtil,12,18,4,2,4,5,4,2,1,2
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,StatsBusiness,22,6,0,0,6,3,2,1,2,1
coverage/vip-core,fr.insalyon.creatis.vip.core.server.auth,SamlAuthenticationService,221,0,12,0,51,0,11,0,5,0
coverage/vip-core,fr.insalyon.creatis.vip.core.server.auth,AbstractAuthenticationService,230,0,6,0,78,0,15,0,12,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,ShanoirStorageBusiness,248,8,14,0,45,2,13,1,6,1
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,LfcPathsBusiness,228,184,15,21,51,40,16,12,6,4
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,ExternalPlatformBusiness.ParseResult,9,0,0,0,4,0,1,0,1,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,TransferPoolBusiness,642,20,20,0,136,7,23,1,13,1
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,SrmStorageBusiness,59,11,4,0,15,4,5,1,3,1
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,DataManagerBusiness,377,29,16,0,93,10,22,1,14,1
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,GirderStorageBusiness.HttpResult,9,0,0,0,4,0,1,0,1,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,ExternalPlatformBusiness,138,20,10,0,29,7,9,1,3,1
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,GirderStorageBusiness,334,14,16,0,68,5,19,1,11,1
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,LFCPermissionBusiness,163,149,33,19,39,35,26,7,2,5
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,ApiKeyBusiness,74,11,6,0,19,4,7,1,4,1
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,ShanoirStorageBusiness.UrlKeys,189,0,0,0,19,0,2,0,2,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,LFCPermissionBusiness.LFCAccessType,0,34,0,0,0,2,0,1,0,1
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.business,LFCBusiness,379,14,12,0,70,5,13,1,7,1
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,PoolOperation,64,0,0,0,24,0,12,0,12,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,DMCachedFile,36,0,0,0,14,0,7,0,7,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,SSH,148,0,0,0,54,0,27,0,27,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,TransferType,34,0,0,0,4,0,1,0,1,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,ExternalPlatform.Type,34,0,0,0,4,0,1,0,1,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,DMZombieFile,18,0,0,0,8,0,4,0,4,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,UserApiKey,47,0,0,0,16,0,9,0,9,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,Data.Type,44,0,0,0,2,0,1,0,1,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,PoolOperation.Status,54,0,0,0,2,0,1,0,1,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,Data,57,0,0,0,20,0,10,0,10,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,ExternalPlatform,52,0,0,0,22,0,15,0,15,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.client.bean,PoolOperation.Type,34,0,0,0,2,0,1,0,1,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server,DataManagerUtil,48,0,2,0,8,0,5,0,4,0
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.dao.mysql,DataManagerDataInitializer,0,45,0,0,0,12,0,2,0,2
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.dao.mysql,ApiKeysData,199,12,4,0,48,4,6,2,4,2
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.dao.mysql,ExternalPlatformData,174,12,4,0,42,4,5,2,3,2
coverage/vip-datamanager,fr.insalyon.creatis.vip.datamanager.server.dao.mysql,SSHData,510,12,14,0,106,4,13,2,6,2
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.server.dao.derby,GateLabData,94,0,4,0,27,0,5,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.server.business,GateLabBusiness,129,23,4,0,37,8,9,1,7,1
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.server.business,GateLabInputsParser,97,0,8,0,26,0,9,0,5,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.server.business,GateLabInputs,125,0,2,0,31,0,7,0,6,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.bean,Publication,4,146,0,0,2,58,1,21,1,21
coverage/vip-publication,fr.insalyon.creatis.vip.publication.server.business,PublicationBusiness,18,54,0,0,6,20,0,6,0,6
coverage/vip-publication,fr.insalyon.creatis.vip.publication.server.dao,PublicationDataInitializer,0,25,0,0,0,8,0,2,0,2
coverage/vip-publication,fr.insalyon.creatis.vip.publication.server.dao.mysql,PublicationData,35,296,0,4,9,62,0,9,0,7
coverage/vip-social,fr.insalyon.creatis.vip.social.client.bean,GroupMessage,12,36,0,0,5,13,4,5,4,5
coverage/vip-social,fr.insalyon.creatis.vip.social.client.bean,Message,9,61,0,0,4,18,3,8,3,8
coverage/vip-social,fr.insalyon.creatis.vip.social.server.business,MessageBusiness,65,335,3,19,20,75,3,21,0,13
coverage/vip-social,fr.insalyon.creatis.vip.social.server.dao.mysql,MessagingDataInitializer,0,37,0,0,0,10,0,2,0,2
coverage/vip-social,fr.insalyon.creatis.vip.social.server.dao.mysql,GroupMessageData,25,177,0,2,6,40,0,5,0,4
coverage/vip-social,fr.insalyon.creatis.vip.social.server.dao.mysql,MessageData,125,407,1,9,21,98,1,13,0,9
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.server.business,VisualizationBusiness.FilenameAndExtension,9,0,0,0,4,0,1,0,1,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.server.business,VisualizationBusiness,352,17,8,0,78,6,14,1,10,1
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client.bean,Image,24,0,0,0,9,0,5,0,5,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client.bean,VisualizationItem,26,0,0,0,11,0,6,0,6,0
